Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=100, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
402	0.473	0.016	0.479	0.018	21.710	0.830	79602.898	8283.188	1322.194	37.883	0.050	0.003	0.249	0.026	0.128	0.013
403	0.455	0.014	0.480	0.017	21.349	0.839	78133.367	8225.477	1304.153	38.892	0.050	0.004	0.282	0.040	0.120	0.016
404	0.457	0.013	0.483	0.017	21.135	0.829	75785.344	8022.146	1296.109	38.153	0.048	0.003	0.241	0.031	0.123	0.014
405	0.461	0.013	0.497	0.017	21.253	0.798	75293.781	7924.570	1308.632	35.769	0.047	0.003	0.234	0.032	0.117	0.016
406	0.450	0.013	0.492	0.016	20.669	0.699	69604.227	7257.410	1296.312	36.418	0.048	0.003	0.246	0.029	0.109	0.011
407	0.454	0.012	0.499	0.016	20.952	0.695	70898.812	7341.512	1315.118	36.369	0.048	0.003	0.245	0.035	0.103	0.010
408	0.463	0.014	0.499	0.018	21.227	0.696	71261.312	7361.122	1325.984	36.658	0.048	0.003	0.223	0.026	0.114	0.013
409	0.471	0.014	0.511	0.018	21.381	0.693	71610.367	7215.268	1327.608	36.300	0.047	0.003	0.227	0.028	0.110	0.012
410	0.472	0.014	0.510	0.017	21.700	0.756	73207.734	7418.603	1331.860	36.129	0.051	0.003	0.251	0.032	0.111	0.013
411	0.473	0.014	0.511	0.016	21.450	0.751	71304.453	7437.749	1316.001	35.533	0.053	0.003	0.280	0.039	0.113	0.011
412	0.477	0.015	0.510	0.017	21.270	0.803	70288.219	7276.994	1298.766	39.180	0.052	0.004	0.289	0.045	0.130	0.016
413	0.478	0.015	0.514	0.017	21.444	0.791	70320.016	7208.763	1305.463	39.179	0.054	0.004	0.283	0.036	0.136	0.013
414	0.486	0.017	0.510	0.018	21.526	0.799	69941.242	6913.429	1302.250	41.614	0.055	0.004	0.264	0.033	0.129	0.016
415	0.482	0.016	0.504	0.018	21.789	0.840	71384.992	6974.065	1307.989	41.231	0.052	0.005	0.292	0.059	0.125	0.020
416	0.485	0.015	0.514	0.018	21.786	0.771	70792.703	6897.160	1317.246	39.965	0.055	0.005	0.296	0.043	0.144	0.020
417	0.487	0.015	0.515	0.018	21.877	0.772	71886.203	7165.984	1319.661	39.461	0.058	0.004	0.298	0.033	0.141	0.016
418	0.483	0.015	0.521	0.018	21.635	0.799	70809.758	7215.763	1311.577	41.544	0.058	0.003	0.297	0.035	0.149	0.017
419	0.495	0.016	0.525	0.018	21.881	0.789	70986.133	7225.220	1325.222	41.749	0.057	0.004	0.300	0.037	0.160	0.020
420	0.494	0.017	0.524	0.019	21.645	0.806	70385.531	7254.829	1311.021	43.555	0.058	0.004	0.337	0.049	0.167	0.023
421	0.487	0.017	0.509	0.020	21.554	0.793	70168.242	7117.416	1305.003	43.286	0.057	0.005	0.367	0.067	0.174	0.037
422	0.485	0.015	0.507	0.018	21.521	0.753	69335.703	6890.637	1306.050	41.519	0.056	0.004	0.307	0.038	0.145	0.016
423	0.479	0.015	0.506	0.018	21.066	0.709	64637.621	5903.073	1290.834	40.977	0.059	0.004	0.353	0.049	0.164	0.019
424	0.474	0.015	0.496	0.018	21.062	0.685	63655.770	5815.458	1294.321	39.767	0.055	0.004	0.315	0.041	0.148	0.017
425	0.482	0.015	0.515	0.018	21.110	0.664	62634.453	5702.505	1296.801	38.444	0.057	0.004	0.338	0.052	0.157	0.019
426	0.488	0.015	0.531	0.017	21.250	0.679	63322.387	5745.523	1304.755	38.316	0.056	0.004	0.306	0.042	0.137	0.017
427	0.481	0.015	0.520	0.018	20.913	0.715	63536.426	5943.285	1282.392	40.279	0.059	0.004	0.367	0.062	0.158	0.021
428	0.482	0.015	0.528	0.018	20.927	0.751	69021.008	9728.286	1275.888	39.675	0.055	0.004	0.312	0.041	0.148	0.017
429	0.469	0.015	0.512	0.018	20.649	0.749	68255.555	9949.562	1257.992	39.477	0.061	0.004	0.362	0.050	0.188	0.024
430	0.476	0.016	0.513	0.019	21.032	0.818	74800.656	13160.970	1263.217	40.054	0.059	0.004	0.359	0.056	0.168	0.023
431	0.465	0.015	0.500	0.018	20.633	0.789	72152.266	12651.132	1249.516	39.051	0.057	0.004	0.343	0.046	0.164	0.020
432	0.466	0.015	0.505	0.019	20.552	0.769	71474.016	12531.457	1254.440	39.096	0.060	0.005	0.401	0.069	0.169	0.024
433	0.460	0.015	0.493	0.019	20.424	0.762	71076.883	12811.266	1249.834	39.556	0.058	0.004	0.368	0.062	0.157	0.020
434	0.441	0.014	0.470	0.018	19.500	0.768	66610.117	12469.801	1199.672	41.955	0.057	0.004	0.380	0.064	0.145	0.018
435	0.451	0.015	0.476	0.019	19.805	0.774	68755.062	12460.920	1211.009	42.104	0.052	0.003	0.301	0.042	0.146	0.022
436	0.444	0.014	0.467	0.018	19.546	0.798	67884.242	12490.866	1193.625	42.786	0.055	0.003	0.327	0.044	0.168	0.021
437	0.447	0.015	0.475	0.018	19.467	0.814	67434.047	12508.272	1185.954	43.431	0.054	0.004	0.333	0.048	0.165	0.019
438	0.436	0.015	0.466	0.018	18.943	0.782	63099.484	11924.408	1163.907	42.845	0.052	0.004	0.329	0.048	0.152	0.018
439	0.444	0.015	0.480	0.019	19.130	0.778	62997.859	11835.746	1182.718	43.809	0.055	0.005	0.349	0.057	0.151	0.020
440	0.434	0.014	0.473	0.019	19.264	0.777	63386.781	11382.367	1192.837	44.082	0.057	0.004	0.317	0.040	0.151	0.018
441	0.439	0.014	0.484	0.019	18.946	0.787	62660.172	11527.813	1175.110	44.682	0.057	0.004	0.314	0.039	0.149	0.016
442	0.438	0.015	0.474	0.018	18.728	0.784	63757.859	11784.659	1160.963	43.994	0.056	0.004	0.347	0.049	0.143	0.016
443	0.441	0.015	0.478	0.018	18.704	0.770	63553.434	11780.425	1159.823	43.302	0.055	0.004	0.311	0.038	0.145	0.019
444	0.441	0.015	0.482	0.018	19.068	0.819	65437.191	11730.598	1168.953	41.233	0.059	0.004	0.353	0.050	0.169	0.022
445	0.439	0.015	0.476	0.018	19.158	0.830	65774.992	11571.648	1176.236	42.224	0.057	0.004	0.323	0.041	0.141	0.017
446	0.435	0.014	0.483	0.018	18.764	0.808	63580.445	11307.534	1160.125	41.398	0.059	0.004	0.351	0.050	0.166	0.020
447	0.437	0.015	0.467	0.018	18.709	0.816	63637.594	11473.419	1152.172	42.192	0.061	0.004	0.383	0.046	0.174	0.019
448	0.441	0.015	0.473	0.018	18.554	0.811	62700.059	11180.583	1145.681	42.895	0.055	0.004	0.339	0.046	0.161	0.026
449	0.446	0.015	0.469	0.018	18.618	0.800	63277.750	11414.711	1144.277	42.818	0.060	0.004	0.381	0.054	0.159	0.019
450	0.454	0.016	0.465	0.018	18.721	0.787	64114.156	11500.180	1147.906	42.760	0.058	0.004	0.366	0.046	0.177	0.022
451	0.450	0.016	0.471	0.018	17.858	0.757	59801.340	11307.983	1104.852	42.483	0.055	0.004	0.333	0.047	0.166	0.022
452	0.466	0.017	0.473	0.019	18.637	0.817	64148.398	11750.177	1120.833	41.744	0.062	0.005	0.374	0.050	0.189	0.024
453	0.467	0.017	0.474	0.020	18.860	0.800	64828.895	11694.146	1132.776	41.830	0.063	0.004	0.410	0.050	0.197	0.024
454	0.472	0.017	0.471	0.019	18.730	0.794	64717.227	11847.374	1122.203	42.388	0.063	0.005	0.403	0.056	0.189	0.024
455	0.474	0.017	0.467	0.019	18.710	0.784	64684.387	11727.731	1117.474	41.526	0.061	0.005	0.419	0.062	0.192	0.027
456	0.489	0.018	0.481	0.019	19.253	0.823	67938.953	11818.712	1132.127	41.464	0.061	0.004	0.402	0.049	0.176	0.021
457	0.499	0.018	0.479	0.017	20.012	0.787	70531.664	11781.600	1167.235	39.278	0.066	0.004	0.431	0.049	0.202	0.022
458	0.494	0.017	0.483	0.017	19.747	0.775	69794.703	11686.514	1157.150	38.587	0.074	0.006	0.581	0.075	0.245	0.030
459	0.490	0.016	0.478	0.017	19.947	0.783	71070.211	11880.255	1171.207	38.302	0.069	0.005	0.502	0.067	0.247	0.036
460	0.483	0.016	0.470	0.017	20.215	0.872	73012.477	11759.277	1173.864	40.831	0.065	0.005	0.493	0.072	0.252	0.039
461	0.485	0.016	0.476	0.017	20.247	0.865	72498.422	11537.446	1178.887	41.615	0.071	0.005	0.503	0.062	0.248	0.028
462	0.491	0.017	0.486	0.018	20.707	0.926	76469.742	11962.272	1195.038	42.263	0.074	0.005	0.592	0.084	0.255	0.032
463	0.483	0.018	0.485	0.019	19.932	0.924	72082.367	11758.243	1162.880	42.179	0.074	0.005	0.593	0.094	0.254	0.036
464	0.489	0.017	0.504	0.018	20.254	0.903	72525.641	11633.891	1189.409	43.057	0.070	0.005	0.530	0.068	0.247	0.030
465	0.479	0.016	0.487	0.018	20.333	0.895	74308.781	11559.406	1191.350	43.867	0.067	0.005	0.527	0.067	0.244	0.030
466	0.478	0.016	0.483	0.017	20.310	0.863	74542.008	11277.932	1192.563	42.864	0.072	0.005	0.551	0.067	0.257	0.029
467	0.472	0.016	0.480	0.018	19.734	0.884	74001.367	11384.334	1161.804	43.595	0.068	0.005	0.511	0.060	0.228	0.025
468	0.477	0.016	0.487	0.018	19.919	0.865	75774.961	11371.772	1173.584	42.615	0.070	0.005	0.524	0.064	0.237	0.027
469	0.473	0.015	0.478	0.017	20.174	0.847	79377.969	11391.095	1181.229	41.391	0.071	0.004	0.554	0.065	0.233	0.024
470	0.481	0.015	0.481	0.017	20.291	0.845	81018.102	11271.006	1180.150	41.354	0.068	0.004	0.524	0.064	0.214	0.023
471	0.478	0.014	0.480	0.016	20.241	0.824	80664.305	11191.470	1178.650	39.885	0.066	0.005	0.549	0.072	0.236	0.032
472	0.478	0.014	0.478	0.016	20.500	0.807	83364.734	11238.391	1186.819	38.788	0.064	0.004	0.522	0.063	0.241	0.032
473	0.476	0.013	0.480	0.015	20.481	0.817	83349.719	11091.822	1182.518	39.237	0.065	0.004	0.533	0.065	0.215	0.026
474	0.478	0.013	0.482	0.016	20.431	0.818	83288.383	10900.974	1176.452	40.001	0.064	0.004	0.531	0.067	0.248	0.029
475	0.476	0.013	0.476	0.015	20.346	0.774	81270.688	10428.599	1178.589	39.771	0.068	0.004	0.566	0.075	0.254	0.032
476	0.483	0.015	0.480	0.016	20.659	0.815	83567.812	10398.379	1180.174	38.863	0.064	0.004	0.502	0.059	0.217	0.026
477	0.476	0.015	0.475	0.017	20.678	0.817	84855.273	10550.700	1185.551	38.552	0.063	0.004	0.497	0.059	0.207	0.020
478	0.483	0.015	0.486	0.017	20.691	0.794	85088.117	10473.601	1189.576	37.555	0.068	0.004	0.556	0.064	0.222	0.022
479	0.486	0.015	0.486	0.017	20.784	0.775	85495.102	10303.523	1196.877	37.510	0.064	0.004	0.531	0.069	0.245	0.031
480	0.494	0.014	0.492	0.018	20.816	0.730	85802.211	10511.808	1202.451	36.977	0.067	0.005	0.583	0.076	0.226	0.028
481	0.486	0.016	0.475	0.018	21.167	0.802	87858.797	10597.018	1213.563	37.677	0.070	0.004	0.583	0.068	0.232	0.026
482	0.481	0.016	0.466	0.017	21.118	0.828	89060.789	10830.737	1208.642	38.755	0.068	0.005	0.579	0.065	0.260	0.030
483	0.479	0.015	0.476	0.018	21.039	0.834	89270.859	10982.438	1207.809	40.486	0.067	0.004	0.549	0.061	0.224	0.025
484	0.466	0.015	0.456	0.017	20.905	0.822	88687.680	10978.670	1211.049	40.570	0.069	0.004	0.516	0.055	0.239	0.025
485	0.462	0.015	0.458	0.017	20.710	0.800	87764.820	10888.468	1210.175	40.341	0.068	0.004	0.563	0.071	0.250	0.028
486	0.465	0.016	0.448	0.017	20.630	0.815	88021.562	10960.768	1206.607	40.913	0.064	0.004	0.511	0.064	0.221	0.024
487	0.465	0.017	0.449	0.018	20.538	0.827	86148.273	10447.771	1202.365	39.927	0.069	0.004	0.545	0.062	0.241	0.031
488	0.460	0.016	0.442	0.018	20.330	0.837	85711.023	10466.844	1195.941	40.340	0.068	0.005	0.549	0.062	0.241	0.029
489	0.468	0.016	0.454	0.018	20.532	0.839	90153.312	11210.746	1198.952	39.953	0.061	0.004	0.537	0.064	0.216	0.027
490	0.467	0.016	0.456	0.018	20.183	0.831	89116.500	11162.730	1185.015	39.676	0.061	0.004	0.535	0.067	0.202	0.023
491	0.461	0.017	0.439	0.017	20.260	0.899	96170.609	14341.588	1174.015	40.105	0.063	0.004	0.506	0.053	0.209	0.022
492	0.470	0.018	0.449	0.018	20.637	0.988	103933.562	15966.161	1173.759	40.665	0.065	0.005	0.617	0.082	0.230	0.031
493	0.467	0.018	0.458	0.019	20.263	0.995	102114.141	16057.495	1161.436	44.172	0.064	0.004	0.550	0.072	0.218	0.025
494	0.467	0.019	0.454	0.019	20.264	0.979	101769.094	15697.318	1160.497	44.627	0.059	0.004	0.543	0.071	0.199	0.025
495	0.469	0.018	0.461	0.018	20.353	0.943	102269.469	15903.440	1167.841	41.982	0.061	0.004	0.531	0.068	0.234	0.035
496	0.467	0.017	0.452	0.018	20.366	0.925	102044.422	15672.548	1169.430	41.419	0.059	0.003	0.489	0.057	0.210	0.024
497	0.472	0.017	0.453	0.018	20.433	0.912	104006.258	15636.469	1171.425	41.826	0.061	0.004	0.534	0.065	0.203	0.023
498	0.469	0.018	0.445	0.018	20.698	0.921	108143.547	15462.434	1181.506	43.761	0.059	0.004	0.565	0.064	0.204	0.023
499	0.464	0.017	0.434	0.017	20.624	0.927	107527.000	15444.557	1177.814	44.964	0.057	0.004	0.505	0.064	0.193	0.022
500	0.473	0.017	0.453	0.018	20.692	0.912	107016.891	15117.867	1187.574	44.484	0.058	0.003	0.498	0.053	0.206	0.022
