Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
382	0.491	0.023	0.502	0.023	22.619	1.156	87045.383	10623.401	1384.927	52.294	0.046	0.003	0.220	0.028	0.121	0.018
383	0.481	0.022	0.487	0.021	22.491	1.156	85922.469	10500.433	1374.774	52.965	0.043	0.003	0.220	0.030	0.107	0.014
384	0.498	0.021	0.501	0.022	22.522	1.081	83942.258	9906.308	1380.709	50.725	0.044	0.003	0.205	0.025	0.100	0.015
385	0.504	0.025	0.489	0.024	22.958	1.172	84426.422	9684.691	1386.081	52.081	0.041	0.003	0.202	0.027	0.096	0.014
386	0.510	0.025	0.494	0.023	22.926	1.143	82724.016	9514.854	1388.187	50.269	0.043	0.003	0.200	0.027	0.098	0.014
387	0.508	0.024	0.490	0.022	22.455	1.128	78806.078	9510.601	1369.329	49.915	0.042	0.002	0.170	0.018	0.079	0.007
388	0.498	0.025	0.473	0.022	22.393	1.158	78127.180	9569.411	1366.119	50.684	0.043	0.003	0.186	0.026	0.105	0.013
389	0.501	0.026	0.468	0.022	22.910	1.333	84688.609	11995.687	1370.497	52.450	0.041	0.003	0.189	0.027	0.087	0.012
390	0.515	0.027	0.481	0.022	22.947	1.425	90647.000	13321.039	1351.055	60.648	0.045	0.003	0.213	0.029	0.091	0.010
391	0.511	0.025	0.491	0.021	22.664	1.376	85242.680	11919.980	1348.063	59.408	0.052	0.003	0.243	0.031	0.118	0.016
392	0.527	0.026	0.502	0.023	22.684	1.367	80268.641	10681.826	1345.956	58.956	0.052	0.004	0.228	0.027	0.118	0.012
393	0.513	0.026	0.491	0.021	22.130	1.319	77083.523	10438.626	1326.165	58.473	0.045	0.004	0.190	0.023	0.106	0.014
394	0.507	0.027	0.483	0.022	21.842	1.323	73935.383	10011.874	1312.393	58.001	0.046	0.003	0.186	0.024	0.089	0.009
395	0.492	0.027	0.488	0.022	21.119	1.304	72464.914	9971.980	1290.339	62.648	0.046	0.003	0.191	0.027	0.104	0.011
396	0.496	0.023	0.507	0.022	20.831	1.194	66830.344	8258.944	1288.529	61.568	0.041	0.003	0.187	0.041	0.088	0.013
397	0.487	0.023	0.501	0.023	21.029	1.201	70012.359	9250.740	1301.453	60.294	0.037	0.004	0.169	0.030	0.070	0.009
398	0.499	0.026	0.501	0.025	21.552	1.235	72277.000	9426.332	1318.048	60.055	0.040	0.003	0.168	0.027	0.070	0.008
399	0.503	0.025	0.507	0.024	21.934	1.292	77549.789	11868.388	1329.468	61.311	0.038	0.003	0.166	0.029	0.073	0.010
400	0.497	0.023	0.510	0.024	21.801	1.309	78104.352	12457.913	1327.011	61.720	0.043	0.003	0.164	0.023	0.099	0.013
401	0.498	0.023	0.521	0.026	22.176	1.275	76932.398	12068.099	1363.132	59.209	0.046	0.004	0.174	0.025	0.104	0.013
402	0.508	0.025	0.535	0.027	22.366	1.332	78177.969	11952.153	1364.314	59.953	0.043	0.004	0.166	0.025	0.089	0.012
403	0.505	0.024	0.537	0.026	22.754	1.279	78496.008	11517.429	1389.516	58.458	0.045	0.004	0.194	0.029	0.101	0.014
404	0.503	0.025	0.540	0.027	22.464	1.250	75690.383	11309.710	1384.147	57.487	0.038	0.003	0.151	0.022	0.086	0.012
405	0.504	0.025	0.548	0.028	22.632	1.307	73938.562	11078.980	1388.699	62.355	0.047	0.006	0.158	0.022	0.104	0.019
406	0.503	0.025	0.555	0.028	22.901	1.351	70476.688	10683.247	1405.913	65.164	0.041	0.003	0.153	0.023	0.090	0.012
407	0.505	0.024	0.559	0.028	22.650	1.300	68303.938	10321.149	1396.803	62.091	0.044	0.004	0.175	0.026	0.096	0.014
408	0.507	0.024	0.566	0.028	22.736	1.254	66313.891	9320.622	1409.134	61.226	0.040	0.004	0.138	0.023	0.070	0.012
409	0.502	0.024	0.560	0.027	22.549	1.271	64611.703	9076.484	1398.384	61.405	0.043	0.004	0.157	0.023	0.090	0.013
410	0.504	0.024	0.562	0.027	22.312	1.237	62387.785	8753.562	1387.267	59.541	0.035	0.003	0.122	0.020	0.068	0.011
411	0.498	0.023	0.565	0.027	22.254	1.150	60873.703	8574.956	1402.391	53.931	0.038	0.003	0.137	0.025	0.068	0.008
412	0.487	0.024	0.546	0.028	21.897	1.189	57052.551	8151.855	1381.097	55.615	0.045	0.004	0.184	0.030	0.086	0.011
413	0.499	0.023	0.559	0.027	22.097	1.202	55904.301	7920.692	1379.726	56.653	0.038	0.003	0.125	0.017	0.073	0.010
414	0.510	0.025	0.566	0.029	22.201	1.244	57154.398	8002.144	1372.838	57.652	0.036	0.004	0.127	0.022	0.068	0.009
415	0.516	0.026	0.568	0.029	22.863	1.282	57635.250	7928.084	1405.899	59.304	0.038	0.004	0.131	0.019	0.076	0.012
416	0.518	0.025	0.567	0.029	23.081	1.330	59322.836	8934.628	1410.612	61.953	0.038	0.004	0.131	0.022	0.067	0.008
417	0.516	0.026	0.579	0.030	22.374	1.347	54873.137	8583.931	1385.305	65.077	0.041	0.004	0.138	0.022	0.090	0.013
418	0.522	0.026	0.575	0.031	23.221	1.335	59710.121	9318.431	1423.719	63.742	0.038	0.004	0.130	0.020	0.069	0.009
419	0.508	0.027	0.563	0.031	22.948	1.268	58151.328	9193.494	1418.453	60.431	0.041	0.004	0.150	0.024	0.086	0.014
420	0.520	0.026	0.569	0.031	23.520	1.254	59171.414	9086.595	1450.954	60.372	0.041	0.004	0.146	0.025	0.078	0.013
421	0.519	0.026	0.583	0.030	23.407	1.211	56724.691	8223.593	1455.783	59.151	0.039	0.005	0.139	0.025	0.077	0.013
422	0.513	0.026	0.581	0.031	24.048	1.216	57096.664	8042.184	1511.505	56.003	0.038	0.003	0.123	0.020	0.065	0.009
423	0.524	0.027	0.588	0.031	23.897	1.192	56302.531	8218.368	1511.213	55.135	0.045	0.007	0.136	0.021	0.083	0.014
424	0.531	0.026	0.587	0.030	24.277	1.217	58221.203	8398.422	1523.872	58.389	0.039	0.004	0.136	0.022	0.068	0.010
425	0.538	0.024	0.608	0.029	24.222	1.143	56614.004	8075.415	1523.094	54.819	0.040	0.004	0.129	0.026	0.061	0.007
426	0.543	0.024	0.607	0.029	23.944	1.089	54830.094	7808.775	1514.536	54.786	0.045	0.004	0.143	0.021	0.075	0.011
427	0.546	0.024	0.605	0.029	24.717	1.140	56364.965	7778.354	1522.764	55.620	0.047	0.005	0.170	0.025	0.098	0.017
428	0.565	0.024	0.657	0.028	24.650	1.029	55916.215	7460.770	1553.491	49.825	0.042	0.005	0.152	0.025	0.084	0.013
429	0.563	0.022	0.658	0.027	24.371	1.013	55274.719	7458.871	1540.703	51.622	0.041	0.005	0.145	0.025	0.080	0.013
430	0.560	0.020	0.656	0.026	24.489	0.933	54412.203	7451.658	1547.538	48.539	0.034	0.003	0.101	0.016	0.060	0.009
431	0.559	0.021	0.647	0.027	24.475	0.927	54143.359	7460.851	1537.068	47.783	0.042	0.004	0.128	0.020	0.072	0.009
432	0.550	0.021	0.655	0.027	24.153	1.061	52498.570	7484.870	1523.934	55.696	0.040	0.004	0.128	0.027	0.062	0.008
433	0.551	0.022	0.653	0.027	23.993	1.033	52129.023	7199.243	1519.208	54.370	0.044	0.005	0.152	0.026	0.087	0.014
434	0.555	0.022	0.655	0.026	24.315	0.984	52378.664	7085.945	1538.252	47.725	0.033	0.004	0.100	0.016	0.059	0.010
435	0.533	0.021	0.626	0.027	24.097	0.957	51696.148	7090.031	1536.046	46.800	0.038	0.004	0.105	0.016	0.054	0.008
436	0.541	0.023	0.645	0.030	23.895	1.086	50746.297	7185.555	1526.099	60.417	0.037	0.004	0.120	0.021	0.070	0.011
437	0.547	0.025	0.646	0.031	24.137	1.118	50838.309	7284.917	1538.614	62.302	0.036	0.005	0.111	0.019	0.071	0.012
438	0.534	0.021	0.630	0.027	24.658	1.042	51840.254	7192.234	1559.953	55.932	0.039	0.004	0.131	0.026	0.073	0.014
439	0.535	0.021	0.634	0.030	24.546	1.043	50403.051	6973.164	1575.468	65.397	0.032	0.004	0.113	0.019	0.064	0.012
440	0.518	0.027	0.584	0.031	23.096	1.364	51131.160	7408.334	1426.183	72.911	0.036	0.005	0.093	0.014	0.064	0.011
441	0.520	0.026	0.585	0.031	23.308	1.394	50367.363	7234.928	1442.603	73.960	0.030	0.004	0.103	0.019	0.053	0.010
442	0.525	0.027	0.593	0.031	23.443	1.362	49966.641	7140.132	1454.246	72.864	0.035	0.004	0.133	0.026	0.067	0.013
443	0.516	0.027	0.580	0.032	23.367	1.397	49231.180	7113.488	1455.034	75.261	0.031	0.004	0.100	0.020	0.070	0.014
444	0.511	0.027	0.574	0.033	23.150	1.359	47377.184	7010.076	1454.987	74.987	0.031	0.004	0.087	0.018	0.056	0.009
445	0.499	0.028	0.560	0.033	22.789	1.408	44876.996	6831.889	1441.549	77.921	0.036	0.004	0.111	0.021	0.060	0.010
446	0.508	0.030	0.570	0.034	22.764	1.472	44219.285	6972.859	1432.121	78.701	0.030	0.004	0.090	0.018	0.058	0.010
447	0.494	0.030	0.552	0.035	22.498	1.604	41136.305	6394.564	1391.823	75.657	0.030	0.005	0.106	0.023	0.057	0.014
448	0.505	0.028	0.581	0.032	23.067	1.485	40212.797	6317.692	1434.654	66.052	0.036	0.004	0.096	0.017	0.057	0.008
449	0.503	0.027	0.570	0.033	23.218	1.487	39293.672	6207.022	1450.077	66.069	0.039	0.005	0.130	0.033	0.063	0.011
450	0.506	0.027	0.580	0.033	23.011	1.483	36033.445	5702.366	1458.871	67.410	0.029	0.004	0.094	0.020	0.044	0.008
451	0.491	0.026	0.559	0.032	22.488	1.415	34365.320	5604.951	1440.335	68.613	0.036	0.006	0.104	0.021	0.066	0.012
452	0.500	0.025	0.573	0.032	22.125	1.451	32146.357	5455.331	1411.072	68.379	0.036	0.005	0.094	0.021	0.062	0.011
453	0.495	0.026	0.564	0.031	22.004	1.473	31857.150	5475.556	1407.232	67.984	0.023	0.003	0.069	0.016	0.036	0.007
454	0.489	0.022	0.583	0.031	21.140	1.173	29456.949	4879.136	1411.201	70.018	0.031	0.004	0.075	0.014	0.058	0.012
455	0.494	0.023	0.601	0.031	21.111	1.179	28865.719	4807.500	1418.629	69.803	0.028	0.005	0.071	0.015	0.045	0.009
456	0.512	0.025	0.630	0.034	21.239	1.224	28309.307	4728.128	1424.976	73.036	0.030	0.006	0.086	0.024	0.056	0.017
457	0.517	0.025	0.638	0.033	21.789	1.234	29474.285	4884.605	1441.917	72.165	0.031	0.005	0.071	0.018	0.048	0.008
458	0.509	0.026	0.630	0.035	21.563	1.230	28114.590	4764.553	1452.978	72.512	0.029	0.005	0.099	0.033	0.058	0.015
459	0.507	0.026	0.627	0.035	21.091	1.319	27061.400	4715.437	1418.806	79.915	0.031	0.005	0.081	0.017	0.048	0.008
460	0.496	0.027	0.605	0.036	20.994	1.347	26557.428	4672.225	1413.859	81.883	0.038	0.006	0.090	0.017	0.055	0.010
461	0.492	0.026	0.608	0.036	21.019	1.364	26557.186	4671.498	1414.648	86.026	0.034	0.006	0.075	0.015	0.048	0.009
462	0.510	0.028	0.626	0.037	21.216	1.457	26717.270	4748.968	1417.482	88.604	0.034	0.007	0.077	0.016	0.050	0.009
463	0.514	0.029	0.625	0.037	21.727	1.445	28006.082	4793.131	1443.246	87.375	0.030	0.005	0.070	0.013	0.047	0.009
464	0.504	0.030	0.609	0.036	21.348	1.378	27946.307	4776.149	1420.728	89.025	0.032	0.005	0.067	0.013	0.053	0.011
465	0.485	0.025	0.582	0.034	20.753	1.319	27052.689	4694.687	1375.634	86.205	0.039	0.005	0.110	0.021	0.076	0.014
466	0.500	0.027	0.602	0.035	20.479	1.367	26825.020	4809.755	1362.367	89.093	0.033	0.005	0.069	0.012	0.049	0.008
467	0.494	0.028	0.598	0.036	20.525	1.356	26605.861	4817.630	1370.593	88.295	0.035	0.005	0.103	0.021	0.064	0.012
468	0.485	0.027	0.597	0.039	20.419	1.386	25947.051	4747.533	1383.288	97.082	0.024	0.005	0.076	0.021	0.047	0.013
469	0.496	0.028	0.606	0.040	20.608	1.358	25889.686	4641.854	1390.127	97.249	0.035	0.006	0.071	0.014	0.059	0.011
470	0.480	0.030	0.571	0.039	20.780	1.340	25560.359	4452.288	1380.207	85.590	0.031	0.005	0.067	0.013	0.046	0.009
471	0.496	0.030	0.560	0.041	21.424	1.372	25553.617	4328.722	1393.074	87.868	0.032	0.006	0.066	0.013	0.045	0.008
472	0.516	0.030	0.583	0.036	21.150	1.382	25493.824	4353.319	1353.918	79.734	0.040	0.007	0.107	0.020	0.081	0.015
473	0.494	0.030	0.549	0.038	20.527	1.459	25630.965	4406.543	1301.148	88.835	0.025	0.005	0.064	0.015	0.048	0.010
474	0.500	0.032	0.555	0.041	20.314	1.515	24702.412	4232.692	1293.526	95.588	0.032	0.005	0.066	0.014	0.041	0.007
475	0.528	0.034	0.578	0.042	21.041	1.479	24784.418	4110.664	1318.873	95.056	0.032	0.005	0.069	0.015	0.045	0.008
476	0.504	0.032	0.558	0.043	20.615	1.512	24287.764	4048.949	1288.982	98.978	0.028	0.005	0.070	0.020	0.048	0.015
477	0.512	0.034	0.559	0.045	21.351	1.532	24284.494	3943.059	1321.478	100.267	0.029	0.004	0.073	0.017	0.047	0.008
478	0.510	0.035	0.542	0.044	21.530	1.708	26580.957	5025.991	1289.451	101.290	0.031	0.005	0.066	0.014	0.043	0.008
479	0.517	0.037	0.547	0.046	22.392	1.821	28808.064	6009.366	1322.048	105.199	0.032	0.006	0.076	0.016	0.054	0.012
480	0.526	0.037	0.567	0.047	22.257	1.840	28010.223	5885.579	1324.452	107.045	0.029	0.005	0.065	0.014	0.042	0.009
481	0.554	0.040	0.595	0.047	23.062	1.888	28063.896	5803.308	1352.682	105.914	0.038	0.006	0.070	0.016	0.052	0.010
482	0.539	0.041	0.573	0.048	22.493	1.960	28609.154	5904.302	1301.138	109.169	0.034	0.006	0.070	0.013	0.045	0.008
483	0.535	0.042	0.571	0.047	22.171	1.940	27852.785	5643.107	1301.098	107.121	0.048	0.008	0.120	0.023	0.074	0.013
484	0.531	0.042	0.556	0.047	22.300	1.932	27117.766	5492.141	1289.994	104.033	0.028	0.007	0.085	0.031	0.055	0.022
485	0.534	0.042	0.567	0.047	22.049	1.911	26766.846	5319.906	1301.243	107.646	0.035	0.006	0.081	0.022	0.042	0.007
486	0.525	0.041	0.553	0.045	22.394	2.055	27053.719	5574.020	1292.315	106.205	0.025	0.005	0.050	0.012	0.035	0.008
487	0.531	0.041	0.566	0.049	22.810	1.984	26736.508	5301.527	1348.911	112.472	0.031	0.006	0.075	0.017	0.050	0.012
488	0.522	0.041	0.570	0.051	21.871	1.952	24938.145	5248.585	1328.989	114.329	0.038	0.007	0.104	0.025	0.058	0.011
489	0.508	0.040	0.531	0.047	20.750	1.943	23148.793	5090.600	1245.044	110.410	0.031	0.006	0.073	0.022	0.044	0.009
490	0.504	0.042	0.519	0.047	21.480	1.964	23555.600	4929.242	1275.840	108.804	0.037	0.007	0.081	0.019	0.062	0.014
491	0.503	0.041	0.513	0.047	21.050	1.844	21907.592	4676.646	1274.210	109.062	0.024	0.005	0.040	0.009	0.034	0.008
492	0.488	0.040	0.490	0.049	20.537	1.877	22916.676	5278.911	1240.751	114.221	0.031	0.007	0.081	0.023	0.039	0.009
493	0.480	0.041	0.485	0.048	19.848	1.977	23045.633	5475.017	1199.874	118.439	0.024	0.005	0.066	0.016	0.035	0.008
494	0.491	0.041	0.511	0.049	20.483	1.881	22252.445	5100.355	1283.722	117.161	0.027	0.005	0.073	0.020	0.043	0.011
495	0.466	0.040	0.529	0.052	19.554	1.868	20771.484	4643.319	1247.867	123.791	0.031	0.006	0.052	0.010	0.041	0.008
496	0.472	0.040	0.524	0.053	20.054	1.885	20766.535	4494.033	1257.084	124.806	0.022	0.004	0.053	0.015	0.042	0.012
497	0.483	0.039	0.530	0.052	20.851	1.902	21774.006	4793.288	1309.655	122.509	0.021	0.005	0.054	0.016	0.035	0.011
498	0.467	0.040	0.523	0.054	19.988	1.911	19383.098	4672.758	1275.949	124.787	0.022	0.005	0.049	0.014	0.034	0.009
499	0.487	0.044	0.534	0.055	20.235	1.949	19156.484	4738.533	1278.112	124.556	0.026	0.005	0.066	0.018	0.050	0.014
500	0.463	0.045	0.520	0.055	19.783	1.983	19115.465	4782.304	1262.366	128.031	0.020	0.005	0.052	0.016	0.031	0.008
