Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
0	50	2.800	0.000	9.000	0.000	-0.055	0.000	-0.002	0.000	0.665	0.002	0.687	0.000	0.033	0.003
1	50	2.800	0.000	9.000	0.000	-0.055	0.000	-0.002	0.000	0.665	0.002	0.687	0.000	0.032	0.003
2	50	2.800	0.000	9.000	0.000	-0.055	0.000	-0.002	0.000	0.666	0.002	0.687	0.000	0.031	0.003
3	50	2.800	0.000	9.000	0.000	-0.055	0.000	-0.002	0.000	0.666	0.002	0.686	0.001	0.030	0.003
4	50	2.800	0.000	9.000	0.000	-0.054	0.000	-0.002	0.000	0.665	0.002	0.685	0.001	0.028	0.003
5	50	2.800	0.000	9.000	0.000	-0.052	0.001	-0.002	0.000	0.665	0.002	0.682	0.001	0.025	0.003
6	50	2.800	0.000	9.000	0.000	-0.051	0.001	-0.001	0.000	0.665	0.002	0.679	0.001	0.022	0.003
7	50	2.800	0.000	9.000	0.000	-0.049	0.001	-0.001	0.000	0.664	0.002	0.676	0.001	0.018	0.003
8	50	2.800	0.000	9.000	0.000	-0.047	0.001	-0.000	0.000	0.662	0.002	0.672	0.002	0.015	0.003
9	50	2.800	0.000	9.000	0.000	-0.045	0.001	-0.000	0.000	0.662	0.002	0.668	0.002	0.010	0.003
10	50	2.800	0.000	9.000	0.000	-0.042	0.002	0.000	0.000	0.660	0.001	0.664	0.002	0.005	0.004
11	50	2.800	0.000	9.000	0.000	-0.040	0.002	0.001	0.000	0.659	0.002	0.660	0.003	0.001	0.004
12	50	2.800	0.000	9.000	0.000	-0.038	0.002	0.001	0.000	0.658	0.002	0.657	0.003	-0.003	0.004
13	50	2.800	0.000	9.000	0.000	-0.036	0.002	0.002	0.000	0.656	0.002	0.653	0.003	-0.005	0.004
14	50	2.800	0.000	9.000	0.000	-0.033	0.002	0.002	0.000	0.655	0.002	0.650	0.003	-0.009	0.005
15	50	2.800	0.000	9.000	0.000	-0.032	0.002	0.002	0.000	0.653	0.002	0.647	0.003	-0.011	0.005
16	50	2.800	0.000	9.000	0.000	-0.030	0.002	0.003	0.000	0.651	0.002	0.644	0.004	-0.013	0.005
17	50	2.800	0.000	9.000	0.000	-0.028	0.003	0.003	0.000	0.650	0.002	0.641	0.004	-0.017	0.005
18	50	2.800	0.000	9.000	0.000	-0.027	0.003	0.003	0.000	0.648	0.002	0.638	0.004	-0.017	0.006
19	50	2.800	0.000	9.000	0.000	-0.026	0.003	0.004	0.000	0.646	0.002	0.636	0.004	-0.018	0.006
20	50	2.800	0.000	9.000	0.000	-0.024	0.003	0.004	0.000	0.645	0.002	0.634	0.004	-0.020	0.006
21	50	2.800	0.000	9.000	0.000	-0.023	0.003	0.004	0.000	0.643	0.003	0.632	0.004	-0.020	0.006
22	50	2.800	0.000	9.000	0.000	-0.022	0.003	0.004	0.001	0.642	0.003	0.630	0.005	-0.021	0.006
23	50	2.800	0.000	9.000	0.000	-0.021	0.003	0.004	0.001	0.641	0.003	0.628	0.005	-0.023	0.006
24	50	2.800	0.000	9.000	0.000	-0.019	0.003	0.004	0.001	0.640	0.003	0.626	0.005	-0.024	0.006
25	50	2.800	0.000	9.000	0.000	-0.019	0.003	0.005	0.001	0.639	0.003	0.625	0.005	-0.024	0.006
26	50	2.800	0.000	9.000	0.000	-0.018	0.003	0.005	0.001	0.638	0.003	0.624	0.005	-0.024	0.006
27	50	2.800	0.000	9.000	0.000	-0.017	0.003	0.005	0.001	0.636	0.003	0.623	0.005	-0.023	0.006
28	50	2.800	0.000	9.000	0.000	-0.016	0.003	0.005	0.001	0.635	0.003	0.622	0.005	-0.024	0.006
29	50	2.800	0.000	9.000	0.000	-0.015	0.003	0.005	0.001	0.633	0.004	0.620	0.005	-0.023	0.006
30	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.632	0.004	0.619	0.005	-0.023	0.006
31	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.631	0.004	0.618	0.005	-0.022	0.006
32	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.631	0.004	0.619	0.005	-0.021	0.006
33	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.631	0.004	0.619	0.005	-0.021	0.006
34	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.630	0.004	0.619	0.005	-0.021	0.006
35	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.630	0.004	0.618	0.005	-0.021	0.006
36	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.630	0.004	0.618	0.005	-0.021	0.006
37	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.630	0.004	0.618	0.006	-0.021	0.006
38	50	2.800	0.000	9.000	0.000	-0.014	0.003	0.005	0.001	0.628	0.004	0.618	0.006	-0.018	0.006
39	50	2.800	0.000	9.000	0.000	-0.013	0.004	0.005	0.001	0.628	0.005	0.618	0.006	-0.018	0.007
40	50	2.800	0.000	9.000	0.000	-0.013	0.004	0.005	0.001	0.627	0.005	0.617	0.006	-0.019	0.007
41	50	2.800	0.000	9.000	0.000	-0.012	0.004	0.005	0.001	0.627	0.005	0.616	0.006	-0.020	0.007
42	50	2.800	0.000	9.000	0.000	-0.012	0.004	0.005	0.001	0.627	0.005	0.615	0.006	-0.021	0.007
43	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.626	0.005	0.615	0.006	-0.021	0.007
44	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.626	0.005	0.615	0.006	-0.020	0.007
45	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.625	0.005	0.614	0.006	-0.020	0.007
46	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.624	0.005	0.614	0.006	-0.020	0.007
47	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.624	0.005	0.613	0.006	-0.019	0.007
48	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.623	0.005	0.613	0.007	-0.018	0.007
49	50	2.800	0.000	9.000	0.000	-0.011	0.004	0.006	0.001	0.622	0.005	0.612	0.007	-0.018	0.007
50	50	2.800	0.000	9.000	0.000	-0.010	0.004	0.006	0.001	0.621	0.005	0.612	0.007	-0.018	0.007
51	50	2.800	0.000	9.000	0.000	-0.010	0.004	0.006	0.001	0.621	0.005	0.611	0.007	-0.018	0.007
52	50	2.800	0.000	9.000	0.000	-0.010	0.004	0.006	0.001	0.620	0.006	0.611	0.007	-0.017	0.007
53	50	2.800	0.000	9.000	0.000	-0.010	0.004	0.006	0.001	0.619	0.006	0.610	0.007	-0.016	0.007
54	50	2.800	0.000	9.000	0.000	-0.009	0.004	0.006	0.001	0.618	0.006	0.610	0.007	-0.015	0.007
55	50	2.800	0.000	9.000	0.000	-0.009	0.004	0.006	0.001	0.616	0.006	0.609	0.007	-0.014	0.007
56	50	2.800	0.000	9.000	0.000	-0.008	0.004	0.006	0.001	0.615	0.006	0.608	0.007	-0.014	0.007
57	50	2.800	0.000	9.000	0.000	-0.008	0.004	0.006	0.001	0.613	0.006	0.607	0.007	-0.013	0.007
58	50	2.800	0.000	9.000	0.000	-0.008	0.004	0.006	0.001	0.612	0.006	0.606	0.007	-0.012	0.007
59	50	2.800	0.000	9.000	0.000	-0.007	0.005	0.006	0.001	0.611	0.006	0.605	0.007	-0.012	0.007
60	50	2.800	0.000	9.000	0.000	-0.007	0.005	0.006	0.001	0.611	0.006	0.605	0.007	-0.013	0.007
61	50	2.800	0.000	9.000	0.000	-0.006	0.005	0.006	0.001	0.609	0.006	0.603	0.007	-0.011	0.007
62	50	2.800	0.000	9.000	0.000	-0.005	0.005	0.006	0.001	0.608	0.006	0.602	0.007	-0.012	0.007
63	50	2.800	0.000	9.000	0.000	-0.005	0.005	0.006	0.001	0.606	0.006	0.601	0.007	-0.012	0.007
64	50	2.800	0.000	9.000	0.000	-0.004	0.005	0.006	0.001	0.605	0.006	0.599	0.008	-0.012	0.007
65	50	2.800	0.000	9.000	0.000	-0.003	0.005	0.007	0.001	0.603	0.006	0.597	0.008	-0.012	0.007
66	50	2.800	0.000	9.000	0.000	-0.002	0.005	0.007	0.001	0.602	0.006	0.596	0.008	-0.013	0.007
67	50	2.800	0.000	9.000	0.000	-0.001	0.005	0.007	0.001	0.601	0.006	0.594	0.008	-0.014	0.007
68	50	2.800	0.000	9.000	0.000	-0.000	0.005	0.007	0.001	0.600	0.007	0.593	0.008	-0.015	0.007
69	50	2.800	0.000	9.000	0.000	0.001	0.005	0.007	0.001	0.598	0.007	0.591	0.008	-0.015	0.007
70	50	2.800	0.000	9.000	0.000	0.002	0.005	0.007	0.001	0.596	0.007	0.589	0.008	-0.015	0.007
71	50	2.800	0.000	9.000	0.000	0.002	0.005	0.007	0.001	0.595	0.007	0.588	0.008	-0.015	0.007
72	50	2.800	0.000	9.000	0.000	0.003	0.005	0.007	0.001	0.594	0.007	0.587	0.008	-0.014	0.007
73	50	2.800	0.000	9.000	0.000	0.003	0.005	0.008	0.001	0.593	0.007	0.586	0.008	-0.014	0.007
74	50	2.800	0.000	9.000	0.000	0.004	0.005	0.008	0.001	0.593	0.007	0.585	0.008	-0.016	0.007
75	50	2.800	0.000	9.000	0.000	0.004	0.005	0.008	0.001	0.592	0.007	0.584	0.008	-0.016	0.007
76	50	2.800	0.000	9.000	0.000	0.005	0.005	0.008	0.001	0.591	0.007	0.584	0.008	-0.016	0.007
77	50	2.800	0.000	9.000	0.000	0.005	0.005	0.008	0.001	0.591	0.007	0.583	0.008	-0.015	0.007
78	50	2.800	0.000	9.000	0.000	0.006	0.005	0.008	0.001	0.589	0.007	0.582	0.008	-0.015	0.007
79	50	2.800	0.000	9.000	0.000	0.006	0.005	0.008	0.001	0.588	0.007	0.581	0.008	-0.014	0.007
80	50	2.800	0.000	9.000	0.000	0.007	0.005	0.008	0.001	0.587	0.007	0.580	0.008	-0.015	0.006
81	50	2.800	0.000	9.000	0.000	0.008	0.005	0.008	0.001	0.586	0.007	0.579	0.008	-0.015	0.006
82	50	2.800	0.000	9.000	0.000	0.008	0.005	0.008	0.001	0.586	0.007	0.578	0.008	-0.015	0.006
83	50	2.800	0.000	9.000	0.000	0.009	0.005	0.008	0.001	0.585	0.007	0.577	0.008	-0.016	0.007
84	50	2.800	0.000	9.000	0.000	0.010	0.005	0.008	0.001	0.584	0.008	0.576	0.008	-0.017	0.007
85	50	2.800	0.000	9.000	0.000	0.010	0.005	0.009	0.001	0.584	0.008	0.575	0.008	-0.017	0.007
86	50	2.800	0.000	9.000	0.000	0.011	0.005	0.009	0.001	0.583	0.008	0.574	0.009	-0.017	0.006
87	50	2.800	0.000	9.000	0.000	0.012	0.005	0.009	0.001	0.581	0.008	0.573	0.009	-0.017	0.006
88	50	2.800	0.000	9.000	0.000	0.012	0.005	0.009	0.001	0.581	0.008	0.572	0.009	-0.018	0.006
89	50	2.800	0.000	9.000	0.000	0.013	0.005	0.009	0.001	0.580	0.008	0.571	0.009	-0.017	0.007
90	50	2.800	0.000	9.000	0.000	0.014	0.005	0.009	0.001	0.579	0.009	0.570	0.009	-0.017	0.007
91	50	2.800	0.000	9.000	0.000	0.014	0.005	0.009	0.001	0.577	0.009	0.569	0.009	-0.018	0.007
92	50	2.800	0.000	9.000	0.000	0.015	0.005	0.009	0.001	0.577	0.009	0.568	0.009	-0.018	0.007
93	50	2.800	0.000	8.980	0.020	0.016	0.005	0.009	0.001	0.576	0.009	0.567	0.009	-0.018	0.007
94	50	2.800	0.000	8.980	0.020	0.016	0.005	0.009	0.001	0.575	0.009	0.566	0.009	-0.018	0.007
95	50	2.800	0.000	8.980	0.020	0.016	0.005	0.009	0.001	0.574	0.009	0.565	0.009	-0.018	0.007
96	50	2.800	0.000	8.980	0.020	0.017	0.006	0.009	0.001	0.574	0.009	0.564	0.010	-0.018	0.007
97	50	2.800	0.000	8.980	0.020	0.017	0.006	0.009	0.001	0.572	0.009	0.563	0.010	-0.018	0.007
98	50	2.800	0.000	8.980	0.020	0.018	0.006	0.009	0.001	0.572	0.010	0.563	0.010	-0.018	0.007
99	50	2.800	0.000	8.980	0.020	0.019	0.006	0.009	0.001	0.570	0.010	0.561	0.010	-0.018	0.008
100	50	2.800	0.000	8.980	0.020	0.019	0.006	0.010	0.001	0.570	0.010	0.561	0.010	-0.019	0.008
101	50	2.800	0.000	8.980	0.020	0.020	0.006	0.010	0.001	0.568	0.010	0.559	0.010	-0.018	0.008
102	50	2.800	0.000	8.980	0.020	0.020	0.006	0.010	0.001	0.566	0.010	0.558	0.010	-0.016	0.008
103	50	2.800	0.000	8.980	0.020	0.021	0.006	0.010	0.001	0.566	0.010	0.558	0.010	-0.017	0.008
104	50	2.800	0.000	8.980	0.020	0.021	0.006	0.010	0.001	0.565	0.010	0.557	0.010	-0.017	0.008
105	50	2.800	0.000	8.960	0.028	0.022	0.006	0.010	0.001	0.564	0.010	0.556	0.010	-0.017	0.008
106	50	2.800	0.000	8.940	0.034	0.022	0.006	0.010	0.001	0.563	0.010	0.555	0.010	-0.017	0.007
107	50	2.800	0.000	8.940	0.034	0.023	0.006	0.010	0.001	0.562	0.010	0.554	0.010	-0.017	0.007
108	50	2.800	0.000	8.920	0.039	0.023	0.006	0.010	0.001	0.561	0.010	0.553	0.010	-0.016	0.007
109	50	2.800	0.000	8.900	0.043	0.024	0.006	0.011	0.001	0.559	0.010	0.552	0.010	-0.016	0.007
110	50	2.800	0.000	8.900	0.043	0.025	0.006	0.011	0.001	0.558	0.010	0.551	0.010	-0.015	0.007
111	50	2.800	0.000	8.900	0.043	0.025	0.006	0.011	0.001	0.557	0.010	0.551	0.010	-0.014	0.007
112	50	2.800	0.000	8.900	0.043	0.025	0.006	0.011	0.001	0.555	0.010	0.550	0.010	-0.012	0.007
113	50	2.800	0.000	8.900	0.043	0.026	0.006	0.011	0.001	0.555	0.010	0.550	0.011	-0.012	0.007
114	50	2.800	0.000	8.900	0.043	0.026	0.006	0.011	0.001	0.555	0.010	0.549	0.011	-0.012	0.007
115	50	2.800	0.000	8.900	0.043	0.026	0.006	0.011	0.001	0.554	0.010	0.549	0.011	-0.011	0.007
116	50	2.800	0.000	8.900	0.043	0.026	0.006	0.011	0.001	0.553	0.010	0.549	0.011	-0.010	0.007
117	50	2.800	0.000	8.880	0.046	0.026	0.006	0.011	0.001	0.553	0.010	0.548	0.011	-0.012	0.007
118	50	2.800	0.000	8.880	0.046	0.027	0.006	0.011	0.001	0.553	0.010	0.548	0.011	-0.012	0.007
119	50	2.800	0.000	8.880	0.046	0.027	0.006	0.011	0.001	0.552	0.010	0.547	0.011	-0.011	0.008
120	50	2.800	0.000	8.880	0.046	0.027	0.006	0.011	0.001	0.551	0.010	0.547	0.011	-0.011	0.007
121	50	2.800	0.000	8.860	0.050	0.027	0.006	0.011	0.001	0.550	0.010	0.546	0.011	-0.010	0.007
122	50	2.800	0.000	8.840	0.052	0.028	0.007	0.011	0.001	0.550	0.010	0.546	0.011	-0.010	0.007
123	50	2.800	0.000	8.820	0.055	0.028	0.007	0.011	0.001	0.549	0.010	0.545	0.011	-0.010	0.007
124	50	2.800	0.000	8.820	0.055	0.028	0.007	0.011	0.001	0.548	0.010	0.545	0.011	-0.010	0.007
125	50	2.800	0.000	8.820	0.055	0.029	0.007	0.011	0.001	0.547	0.010	0.543	0.011	-0.010	0.007
126	50	2.800	0.000	8.820	0.055	0.029	0.007	0.011	0.001	0.546	0.010	0.543	0.011	-0.009	0.007
127	50	2.800	0.000	8.780	0.066	0.029	0.007	0.011	0.001	0.546	0.010	0.542	0.011	-0.010	0.007
128	50	2.800	0.000	8.740	0.069	0.030	0.007	0.011	0.001	0.545	0.010	0.541	0.011	-0.010	0.008
129	50	2.800	0.000	8.740	0.069	0.030	0.007	0.011	0.001	0.544	0.010	0.540	0.011	-0.009	0.008
130	50	2.800	0.000	8.700	0.071	0.030	0.007	0.012	0.001	0.543	0.010	0.540	0.011	-0.009	0.008
131	50	2.800	0.000	8.700	0.071	0.031	0.007	0.012	0.001	0.542	0.010	0.539	0.011	-0.009	0.008
132	50	2.800	0.000	8.700	0.071	0.031	0.007	0.012	0.001	0.542	0.010	0.539	0.011	-0.009	0.008
133	50	2.800	0.000	8.700	0.071	0.031	0.007	0.012	0.001	0.541	0.010	0.538	0.011	-0.008	0.008
134	50	2.800	0.000	8.700	0.071	0.031	0.007	0.012	0.001	0.539	0.010	0.537	0.011	-0.007	0.008
135	50	2.800	0.000	8.700	0.071	0.032	0.007	0.012	0.001	0.538	0.010	0.536	0.011	-0.007	0.008
136	50	2.800	0.000	8.700	0.071	0.032	0.007	0.012	0.001	0.538	0.011	0.535	0.011	-0.008	0.008
137	50	2.800	0.000	8.680	0.073	0.033	0.007	0.012	0.001	0.538	0.011	0.534	0.011	-0.009	0.008
138	50	2.800	0.000	8.660	0.073	0.034	0.007	0.012	0.001	0.537	0.010	0.533	0.011	-0.010	0.008
139	50	2.800	0.000	8.640	0.074	0.035	0.007	0.012	0.001	0.536	0.011	0.532	0.011	-0.010	0.008
140	50	2.800	0.000	8.620	0.080	0.036	0.007	0.013	0.001	0.535	0.011	0.531	0.011	-0.011	0.008
141	50	2.800	0.000	8.580	0.081	0.037	0.007	0.013	0.001	0.534	0.011	0.530	0.011	-0.011	0.008
142	50	2.800	0.000	8.580	0.081	0.038	0.007	0.013	0.001	0.532	0.011	0.527	0.011	-0.012	0.008
143	50	2.800	0.000	8.520	0.087	0.038	0.007	0.013	0.001	0.531	0.011	0.526	0.011	-0.012	0.008
144	50	2.800	0.000	8.480	0.087	0.039	0.007	0.013	0.001	0.530	0.011	0.525	0.011	-0.013	0.008
145	50	2.800	0.000	8.460	0.091	0.040	0.007	0.013	0.001	0.528	0.011	0.523	0.011	-0.013	0.008
146	50	2.800	0.000	8.460	0.091	0.041	0.007	0.013	0.001	0.526	0.011	0.521	0.011	-0.012	0.008
147	50	2.800	0.000	8.460	0.091	0.042	0.007	0.014	0.001	0.524	0.011	0.520	0.011	-0.012	0.008
148	50	2.800	0.000	8.420	0.091	0.043	0.007	0.014	0.001	0.523	0.010	0.518	0.011	-0.012	0.008
149	50	2.800	0.000	8.420	0.091	0.043	0.007	0.014	0.001	0.522	0.011	0.518	0.011	-0.011	0.008
150	50	2.800	0.000	8.420	0.091	0.043	0.007	0.014	0.001	0.522	0.011	0.518	0.011	-0.011	0.008
151	50	2.800	0.000	8.420	0.091	0.043	0.007	0.014	0.002	0.521	0.011	0.518	0.011	-0.009	0.008
152	50	2.800	0.000	8.420	0.091	0.043	0.007	0.014	0.002	0.521	0.011	0.518	0.011	-0.009	0.008
153	50	2.800	0.000	8.380	0.094	0.044	0.007	0.014	0.002	0.520	0.011	0.517	0.011	-0.009	0.008
154	50	2.800	0.000	8.360	0.098	0.044	0.007	0.014	0.002	0.519	0.011	0.516	0.011	-0.009	0.009
155	50	2.796	0.004	8.360	0.098	0.044	0.007	0.014	0.002	0.519	0.011	0.515	0.011	-0.010	0.009
156	50	2.796	0.004	8.360	0.098	0.044	0.007	0.014	0.002	0.518	0.011	0.514	0.011	-0.010	0.009
157	50	2.796	0.004	8.360	0.098	0.045	0.007	0.014	0.002	0.517	0.011	0.513	0.011	-0.010	0.009
158	50	2.796	0.004	8.360	0.098	0.045	0.007	0.014	0.002	0.517	0.011	0.513	0.011	-0.011	0.009
159	50	2.796	0.004	8.360	0.098	0.045	0.007	0.014	0.002	0.517	0.011	0.513	0.011	-0.011	0.009
160	50	2.796	0.004	8.340	0.101	0.045	0.007	0.014	0.002	0.517	0.011	0.513	0.011	-0.010	0.009
161	50	2.796	0.004	8.300	0.104	0.046	0.007	0.014	0.002	0.517	0.011	0.513	0.011	-0.011	0.009
162	50	2.796	0.004	8.240	0.109	0.046	0.007	0.014	0.002	0.516	0.011	0.512	0.011	-0.010	0.009
163	50	2.796	0.004	8.220	0.108	0.047	0.007	0.014	0.002	0.515	0.011	0.511	0.011	-0.011	0.009
164	50	2.796	0.004	8.200	0.107	0.047	0.007	0.014	0.002	0.514	0.011	0.510	0.011	-0.011	0.009
165	50	2.796	0.004	8.200	0.107	0.047	0.007	0.014	0.002	0.514	0.011	0.510	0.011	-0.011	0.009
166	50	2.796	0.004	8.200	0.107	0.048	0.007	0.014	0.002	0.513	0.011	0.509	0.011	-0.011	0.009
167	50	2.796	0.004	8.180	0.110	0.048	0.007	0.015	0.002	0.513	0.011	0.508	0.011	-0.012	0.009
168	50	2.796	0.004	8.160	0.116	0.048	0.007	0.015	0.002	0.511	0.011	0.507	0.011	-0.011	0.009
169	50	2.792	0.006	8.140	0.114	0.049	0.007	0.015	0.002	0.511	0.011	0.506	0.011	-0.012	0.009
170	50	2.788	0.007	8.140	0.114	0.049	0.007	0.015	0.002	0.510	0.011	0.505	0.011	-0.011	0.009
171	50	2.788	0.007	8.140	0.114	0.049	0.007	0.015	0.002	0.509	0.011	0.504	0.011	-0.011	0.009
172	50	2.788	0.007	8.140	0.114	0.050	0.007	0.015	0.002	0.508	0.011	0.504	0.011	-0.012	0.009
173	50	2.788	0.007	8.120	0.113	0.050	0.007	0.015	0.002	0.507	0.011	0.503	0.011	-0.012	0.010
174	50	2.788	0.007	8.100	0.112	0.051	0.007	0.015	0.002	0.507	0.011	0.502	0.012	-0.013	0.010
175	50	2.784	0.010	8.040	0.121	0.050	0.007	0.015	0.002	0.506	0.011	0.500	0.012	-0.014	0.010
176	50	2.784	0.010	8.040	0.121	0.051	0.007	0.015	0.002	0.504	0.011	0.500	0.012	-0.012	0.010
177	50	2.784	0.010	8.020	0.123	0.051	0.007	0.015	0.002	0.503	0.012	0.499	0.012	-0.012	0.010
178	50	2.784	0.010	8.000	0.121	0.051	0.007	0.015	0.002	0.502	0.012	0.498	0.012	-0.012	0.010
179	50	2.784	0.010	8.000	0.121	0.052	0.007	0.015	0.002	0.502	0.012	0.497	0.012	-0.013	0.009
180	50	2.784	0.010	8.000	0.121	0.052	0.008	0.015	0.002	0.501	0.012	0.496	0.012	-0.013	0.009
181	50	2.784	0.010	7.940	0.126	0.053	0.008	0.015	0.002	0.499	0.012	0.495	0.012	-0.013	0.009
182	50	2.784	0.010	7.940	0.126	0.053	0.008	0.015	0.002	0.498	0.012	0.494	0.012	-0.012	0.010
183	50	2.784	0.010	7.900	0.129	0.054	0.008	0.015	0.002	0.496	0.012	0.493	0.012	-0.011	0.010
184	50	2.780	0.013	7.880	0.127	0.055	0.008	0.015	0.002	0.495	0.012	0.492	0.012	-0.010	0.010
185	50	2.776	0.014	7.840	0.126	0.054	0.007	0.015	0.002	0.494	0.012	0.491	0.012	-0.011	0.010
186	50	2.776	0.014	7.820	0.130	0.054	0.007	0.015	0.002	0.493	0.012	0.491	0.012	-0.010	0.010
187	50	2.776	0.014	7.800	0.131	0.055	0.007	0.015	0.002	0.493	0.012	0.490	0.013	-0.010	0.010
188	50	2.776	0.014	7.780	0.132	0.055	0.007	0.016	0.002	0.492	0.012	0.489	0.013	-0.009	0.010
189	50	2.776	0.014	7.700	0.132	0.056	0.007	0.016	0.002	0.491	0.012	0.488	0.013	-0.009	0.010
190	50	2.776	0.014	7.700	0.132	0.057	0.007	0.016	0.002	0.489	0.012	0.487	0.013	-0.009	0.010
191	50	2.772	0.014	7.680	0.129	0.057	0.008	0.016	0.002	0.487	0.012	0.486	0.013	-0.007	0.010
192	50	2.772	0.014	7.660	0.133	0.057	0.008	0.016	0.002	0.486	0.012	0.485	0.013	-0.006	0.010
193	50	2.768	0.015	7.620	0.127	0.057	0.008	0.016	0.002	0.485	0.012	0.485	0.013	-0.005	0.010
194	50	2.768	0.015	7.580	0.125	0.057	0.008	0.016	0.002	0.485	0.012	0.485	0.013	-0.006	0.010
195	50	2.768	0.015	7.560	0.122	0.057	0.008	0.016	0.002	0.485	0.012	0.485	0.013	-0.007	0.010
196	50	2.768	0.015	7.480	0.129	0.058	0.008	0.016	0.002	0.484	0.012	0.484	0.013	-0.006	0.010
197	50	2.768	0.015	7.460	0.132	0.058	0.008	0.016	0.002	0.483	0.012	0.483	0.013	-0.006	0.011
198	50	2.764	0.016	7.420	0.143	0.058	0.007	0.015	0.002	0.482	0.012	0.482	0.013	-0.007	0.011
199	50	2.764	0.016	7.400	0.143	0.058	0.007	0.015	0.002	0.481	0.012	0.481	0.013	-0.007	0.011
200	50	2.764	0.016	7.360	0.145	0.059	0.007	0.015	0.002	0.481	0.012	0.480	0.013	-0.008	0.011
201	50	2.760	0.016	7.360	0.145	0.058	0.007	0.015	0.002	0.480	0.012	0.480	0.013	-0.006	0.011
202	50	2.760	0.016	7.360	0.145	0.057	0.007	0.015	0.002	0.479	0.012	0.479	0.013	-0.005	0.011
203	50	2.760	0.016	7.320	0.147	0.057	0.007	0.015	0.002	0.478	0.012	0.479	0.013	-0.004	0.011
204	50	2.756	0.016	7.300	0.146	0.057	0.007	0.015	0.002	0.478	0.012	0.478	0.013	-0.004	0.011
205	50	2.752	0.017	7.260	0.148	0.059	0.008	0.015	0.002	0.478	0.012	0.478	0.013	-0.005	0.011
206	50	2.752	0.017	7.200	0.151	0.059	0.008	0.015	0.002	0.478	0.012	0.477	0.013	-0.006	0.011
207	50	2.752	0.017	7.200	0.151	0.059	0.008	0.015	0.002	0.477	0.012	0.477	0.013	-0.006	0.011
208	50	2.752	0.017	7.160	0.149	0.059	0.008	0.015	0.002	0.478	0.012	0.477	0.013	-0.008	0.011
209	50	2.752	0.017	7.140	0.148	0.059	0.008	0.014	0.002	0.478	0.012	0.476	0.013	-0.008	0.011
210	50	2.752	0.017	7.120	0.147	0.060	0.008	0.014	0.002	0.477	0.012	0.476	0.013	-0.007	0.011
211	50	2.748	0.017	7.100	0.149	0.062	0.008	0.014	0.002	0.476	0.012	0.476	0.013	-0.006	0.011
212	50	2.748	0.017	7.040	0.143	0.062	0.008	0.014	0.002	0.476	0.012	0.475	0.013	-0.006	0.011
213	50	2.748	0.017	7.020	0.147	0.062	0.008	0.014	0.002	0.475	0.012	0.475	0.013	-0.006	0.011
214	50	2.748	0.017	6.940	0.141	0.062	0.008	0.014	0.002	0.475	0.012	0.475	0.013	-0.006	0.011
215	50	2.748	0.017	6.940	0.141	0.062	0.008	0.014	0.002	0.474	0.012	0.475	0.013	-0.002	0.011
216	50	2.748	0.017	6.920	0.140	0.062	0.008	0.014	0.002	0.473	0.012	0.475	0.013	-0.001	0.010
217	50	2.748	0.017	6.860	0.134	0.063	0.008	0.014	0.002	0.473	0.012	0.475	0.013	-0.002	0.010
218	50	2.748	0.017	6.820	0.145	0.063	0.008	0.014	0.002	0.472	0.012	0.474	0.013	-0.002	0.011
219	50	2.748	0.017	6.820	0.145	0.063	0.008	0.014	0.002	0.471	0.012	0.474	0.013	-0.001	0.011
220	50	2.740	0.018	6.780	0.149	0.061	0.008	0.014	0.002	0.471	0.012	0.474	0.014	-0.000	0.011
221	50	2.740	0.018	6.780	0.149	0.061	0.008	0.014	0.002	0.471	0.012	0.474	0.014	0.001	0.011
222	50	2.736	0.019	6.760	0.150	0.063	0.008	0.014	0.002	0.469	0.013	0.473	0.014	0.001	0.011
223	50	2.736	0.019	6.680	0.150	0.063	0.008	0.014	0.002	0.468	0.013	0.473	0.014	0.002	0.011
